Brand,Model,Launch Year,Segment,Fuel Type,Variants,Ex-Showroom Price (₹ Lakhs),Monthly Sales (Units),Is EV?,Battery / Mileage,Notable Features
Nissan,Magnite,2018,SUV,Diesel,3,10.00 - 30.00,4994,No,25.7 kmpl,"360 Camera, EBD, TPMS, ESC, Ventilated Seats, Sunroof, Power Windows, HUD, Android Auto"
BYD,Atto 3,2022,Hatchback,Petrol,10,3.50 - 8.50,12360,No,20.7 kmpl,"ADAS, EBD, Airbags, Touchscreen, Power Windows, Cruise Control, Android Auto"
Volkswagen,Virtus,2015,Compact SUV,Diesel,22,7.00 - 18.00,8911,No,24.8 kmpl,"ABS, Airbags, Hill Hold, ESC, Sunroof, Power Windows, Cruise Control, Voice Control, Wireless Charging, Apple CarPlay"
Mercedes,A-Class,2017,Hatchback,Petrol,20,3.50 - 8.50,16220,No,19.5 kmpl,"ABS, EBD, 360 Camera, Touchscreen, Cruise Control, Leather Seats, Sunroof, HUD"
Toyota,Camry,2023,Compact SUV,Petrol,19,7.00 - 18.00,14378,No,19.9 kmpl,"TPMS, ADAS, EBD, Airbags, Cruise Control, Power Windows, Touchscreen, HUD, Voice Control, Android Auto"
BMW,X1,2016,Electric Hatchback,Petrol/CNG,3,6.00 - 12.00,3991,No,27.3 kmpl,"Airbags, 360 Camera, ABS, Ventilated Seats, Sunroof, Leather Seats, Touchscreen, Power Windows, Connected Car, Apple CarPlay, Android Auto"
Maruti Suzuki,Baleno,2018,Hatchback,Petrol,3,3.50 - 8.50,17495,No,19.2 kmpl,"ESC, TPMS, Airbags, Hill Hold, Leather Seats, Sunroof, Power Windows, Voice Control"
Mercedes,A-Class,2017,Luxury,Diesel,12,30.00 - 100.00,338,No,27.9 kmpl,"TPMS, ESC, 360 Camera, EBD, AC, Ventilated Seats, Leather Seats, Cruise Control, Connected Car, Voice Control, Wireless Charging"
Hyundai,Venue,2017,Sedan,Petrol,4,6.00 - 15.00,10094,No,17.1 kmpl,"ABS, Airbags, Hill Hold, ADAS, Ventilated Seats, Leather Seats, AC, Power Windows, Touchscreen, Android Auto, Apple CarPlay, Voice Control"
Tata,Altroz,2019,Luxury,Diesel,1,30.00 - 100.00,426,No,24.9 kmpl,"EBD, Airbags, 360 Camera, TPMS, Power Windows, Leather Seats, Cruise Control, Ventilated Seats, Wireless Charging, Connected Car"
Audi,Q3,2023,Sedan,Diesel,3,6.00 - 15.00,5597,No,27.2 kmpl,"ADAS, Airbags, 360 Camera, Cruise Control, Ventilated Seats, AC, Power Windows, Connected Car, Apple CarPlay, Wireless Charging"
BYD,Atto 3,2019,Electric SUV,Petrol,9,12.00 - 25.00,1870,No,21.8 kmpl,"ESC, ADAS, TPMS, EBD, Cruise Control, Power Windows, Touchscreen, AC, Android Auto, Wireless Charging, Voice Control"
Lexus,ES,2022,Electric Hatchback,Diesel,2,6.00 - 12.00,3497,No,27.7 kmpl,"EBD, Airbags, ESC, TPMS, AC, Cruise Control, Power Windows, Touchscreen, Ventilated Seats, HUD, Connected Car, Voice Control"
BMW,X1,2018,Hatchback,Petrol,13,3.50 - 8.50,11214,No,17.7 kmpl,"360 Camera, Airbags, Power Windows, Touchscreen, Sunroof, Ventilated Seats, Leather Seats, Voice Control, Connected Car"
BYD,Atto 3,2023,SUV,Diesel,15,10.00 - 30.00,6012,No,24.2 kmpl,"Airbags, ABS, 360 Camera, Ventilated Seats, Cruise Control, Sunroof, Leather Seats, AC, Apple CarPlay, Connected Car, Android Auto"
Toyota,Camry,2017,SUV,Diesel,17,10.00 - 30.00,5742,No,21.3 kmpl,"Hill Hold, EBD, TPMS, Power Windows, Touchscreen, Cruise Control, Wireless Charging, Android Auto, Voice Control"
Lexus,RX,2017,Electric Hatchback,Petrol,14,6.00 - 12.00,4619,No,15.1 kmpl,"EBD, ABS, Touchscreen, Ventilated Seats, Sunroof, Power Windows, Apple CarPlay"
Force,Gurkha,2019,Sedan,Petrol,24,6.00 - 15.00,7293,No,24.3 kmpl,"ABS, TPMS, Hill Hold, AC, Ventilated Seats, Sunroof, Power Windows, Cruise Control, Connected Car, HUD, Voice Control"
Citroen,C5 Aircross,2016,Electric SUV,Petrol/CNG,25,12.00 - 25.00,3776,No,24.1 kmpl,"Hill Hold, EBD, Ventilated Seats, Sunroof, Power Windows, Touchscreen, AC, Apple CarPlay, HUD, Connected Car"
Citroen,C5 Aircross,2017,Hatchback,Petrol,23,3.50 - 8.50,19985,No,18.0 kmpl,"EBD, Airbags, TPMS, AC, Touchscreen, Leather Seats, Wireless Charging"
Citroen,C5 Aircross,2023,Hatchback,Petrol,17,3.50 - 8.50,17365,No,24.9 kmpl,"ABS, TPMS, Leather Seats, Power Windows, Touchscreen, Sunroof, Wireless Charging, Android Auto, Apple CarPlay"
MG,Hector,2015,Compact SUV,Petrol,7,7.00 - 18.00,9061,No,17.2 kmpl,"ESC, EBD, ADAS, Hill Hold, Power Windows, Cruise Control, Ventilated Seats, Leather Seats, Apple CarPlay"
Force,Gurkha,2017,Luxury,Diesel,6,30.00 - 100.00,484,No,21.3 kmpl,"ESC, TPMS, Hill Hold, Touchscreen, Sunroof, Ventilated Seats, AC, Voice Control, Apple CarPlay, Wireless Charging"
Skoda,Kushaq,2015,SUV,Petrol,13,10.00 - 30.00,4330,No,18.7 kmpl,"ABS, 360 Camera, TPMS, AC, Ventilated Seats, Leather Seats, Apple CarPlay, Wireless Charging"
Citroen,C5 Aircross,2015,Compact SUV,Petrol/CNG,3,7.00 - 18.00,11789,No,27.4 kmpl,"TPMS, ESC, Cruise Control, Touchscreen, Ventilated Seats, Voice Control, HUD"
Mahindra,Thar,2018,Hatchback,Petrol/CNG,5,3.50 - 8.50,19588,No,27.5 kmpl,"EBD, ESC, Leather Seats, Sunroof, Cruise Control, Touchscreen, Wireless Charging, Apple CarPlay, Voice Control"
Honda,City,2015,SUV,Petrol,15,10.00 - 30.00,6213,No,17.7 kmpl,"EBD, ADAS, TPMS, Power Windows, Leather Seats, Cruise Control, Touchscreen, Voice Control, Connected Car, HUD"
Maruti Suzuki,Swift,2017,SUV,Petrol,3,10.00 - 30.00,6671,No,20.4 kmpl,"EBD, TPMS, Hill Hold, ABS, AC, Ventilated Seats, Touchscreen, Leather Seats, Voice Control, Wireless Charging, Apple CarPlay"
Honda,Elevate,2021,Electric Hatchback,Petrol,9,6.00 - 12.00,1507,No,20.6 kmpl,"ADAS, ABS, Sunroof, AC, Touchscreen, Connected Car, Voice Control"
Nissan,Kicks,2020,Compact SUV,Diesel,2,7.00 - 18.00,8677,No,24.7 kmpl,"TPMS, ABS, 360 Camera, Cruise Control, Ventilated Seats, Leather Seats, AC, Sunroof, Android Auto"
Force,Gurkha,2018,SUV,Diesel,9,10.00 - 30.00,5597,No,18.6 kmpl,"Airbags, EBD, 360 Camera, ABS, Power Windows, Sunroof, Leather Seats, Touchscreen, Android Auto, Voice Control"
Kia,Sonet,2017,Sedan,Petrol,17,6.00 - 15.00,10093,No,22.2 kmpl,"EBD, Airbags, ESC, 360 Camera, Cruise Control, Leather Seats, Ventilated Seats, Sunroof, Touchscreen, Connected Car, Wireless Charging, Apple CarPlay"
BYD,Atto 3,2017,Electric SUV,Diesel,20,12.00 - 25.00,1759,No,19.8 kmpl,"Hill Hold, ADAS, Airbags, ESC, Ventilated Seats, Leather Seats, Sunroof, Cruise Control, Wireless Charging"
BMW,X1,2022,Sedan,Petrol,8,6.00 - 15.00,5875,No,15.9 kmpl,"Airbags, ESC, AC, Sunroof, Power Windows, Wireless Charging"
Toyota,Innova,2022,Electric Hatchback,Petrol,1,6.00 - 12.00,4175,No,17.3 kmpl,"Airbags, TPMS, Hill Hold, EBD, Touchscreen, Sunroof, Cruise Control, Android Auto, Voice Control"
BYD,E6,2019,Compact SUV,Petrol,16,7.00 - 18.00,11668,No,23.3 kmpl,"ADAS, Hill Hold, Power Windows, Leather Seats, Touchscreen, HUD, Wireless Charging, Android Auto"
BYD,E6,2020,Hatchback,Petrol,5,3.50 - 8.50,12831,No,17.3 kmpl,"ADAS, 360 Camera, Power Windows, Touchscreen, Leather Seats, Ventilated Seats, Connected Car, Apple CarPlay, Android Auto"
Mercedes,GLA,2015,SUV,Petrol/CNG,14,10.00 - 30.00,3767,No,27.9 kmpl,"TPMS, Airbags, ADAS, AC, Power Windows, Ventilated Seats, HUD, Connected Car"
MG,Astor,2018,Hatchback,Petrol,12,3.50 - 8.50,11152,No,18.6 kmpl,"Airbags, ADAS, Ventilated Seats, Leather Seats, Cruise Control, AC, HUD"
Renault,Kiger,2023,Compact SUV,Petrol,15,7.00 - 18.00,11976,No,22.9 kmpl,"ABS, Airbags, Ventilated Seats, Sunroof, Leather Seats, Android Auto, Connected Car"
Jeep,Meridian,2022,Hatchback,Petrol,12,3.50 - 8.50,16546,No,17.6 kmpl,"Hill Hold, Airbags, ESC, TPMS, Cruise Control, Leather Seats, Touchscreen, Sunroof, Connected Car, HUD, Voice Control"
Lexus,NX,2022,Hatchback,Petrol,4,3.50 - 8.50,13740,No,23.6 kmpl,"ESC, Hill Hold, TPMS, Airbags, Touchscreen, AC, Ventilated Seats, Wireless Charging, HUD, Apple CarPlay"
Mercedes,GLA,2017,Hatchback,Diesel,20,3.50 - 8.50,14277,No,27.4 kmpl,"ADAS, ABS, Power Windows, Cruise Control, Ventilated Seats, HUD, Android Auto"
Lexus,NX,2022,Electric SUV,Diesel,22,12.00 - 25.00,1857,No,20.4 kmpl,"ABS, TPMS, ESC, ADAS, Leather Seats, Touchscreen, Power Windows, Apple CarPlay"
Renault,Triber,2017,Compact SUV,Diesel,15,7.00 - 18.00,12640,No,25.4 kmpl,"EBD, Hill Hold, Power Windows, Cruise Control, Touchscreen, Connected Car, Apple CarPlay"
Lexus,NX,2023,SUV,Electric,12,12.00 - 39.00,3301,Yes,293 km range,"TPMS, EBD, ABS, ESC, Touchscreen, Cruise Control, Sunroof, Connected Car"
Mercedes,A-Class,2019,SUV,Petrol,21,10.00 - 30.00,3970,No,21.3 kmpl,"ABS, 360 Camera, Hill Hold, ESC, Ventilated Seats, Power Windows, Cruise Control, Leather Seats, Voice Control"
Force,Gurkha,2022,Compact SUV,Diesel,17,7.00 - 18.00,14750,No,22.1 kmpl,"ABS, ADAS, TPMS, Power Windows, AC, Ventilated Seats, Wireless Charging"
Audi,Q3,2017,Compact SUV,Diesel,11,7.00 - 18.00,7707,No,27.8 kmpl,"ABS, ESC, Hill Hold, Power Windows, Ventilated Seats, AC, Wireless Charging, Apple CarPlay, Connected Car"
Honda,Elevate,2022,Sedan,Petrol,17,6.00 - 15.00,5562,No,22.0 kmpl,"ADAS, ESC, Sunroof, Touchscreen, Power Windows, Ventilated Seats, Cruise Control, Android Auto, Apple CarPlay, Wireless Charging"
Toyota,Hilux,2019,Sedan,Petrol,10,6.00 - 15.00,4965,No,15.4 kmpl,"Hill Hold, EBD, Sunroof, Ventilated Seats, Power Windows, AC, Cruise Control, Voice Control"
BYD,Atto 3,2021,SUV,Diesel,18,10.00 - 30.00,4390,No,26.7 kmpl,"ABS, ADAS, 360 Camera, AC, Power Windows, Leather Seats, Touchscreen, Android Auto, Connected Car, Apple CarPlay"
Mahindra,XUV 300,2022,Hatchback,Petrol,1,3.50 - 8.50,14194,No,19.4 kmpl,"Hill Hold, TPMS, Cruise Control, Leather Seats, Sunroof, Apple CarPlay"
Tata,Punch,2019,SUV,Petrol,15,10.00 - 30.00,2920,No,17.5 kmpl,"ABS, 360 Camera, Hill Hold, Airbags, Power Windows, AC, Ventilated Seats, Leather Seats, Wireless Charging, Connected Car"
Renault,Triber,2017,Compact SUV,Electric,12,8.40 - 23.40,11147,Yes,365 km range,"ESC, ADAS, 360 Camera, Ventilated Seats, Touchscreen, Leather Seats, AC, Power Windows, HUD, Voice Control"
Mahindra,Marazzo,2021,MPV,Petrol,22,8.00 - 20.00,6363,No,18.8 kmpl,"EBD, ABS, ESC, Cruise Control, Touchscreen, Ventilated Seats, Power Windows, Leather Seats, HUD, Wireless Charging"
MG,Astor,2021,Hatchback,Petrol,24,3.50 - 8.50,19556,No,21.0 kmpl,"ADAS, Airbags, Ventilated Seats, Touchscreen, AC, Sunroof, Power Windows, Wireless Charging"
Toyota,Camry,2022,Hatchback,Electric,15,4.20 - 11.05,18174,Yes,360 km range,"TPMS, ABS, Hill Hold, Leather Seats, Sunroof, AC, Power Windows, Cruise Control, Android Auto, Voice Control, Connected Car"
Audi,Q5,2016,Hatchback,Diesel,8,3.50 - 8.50,8558,No,26.6 kmpl,"ESC, 360 Camera, AC, Ventilated Seats, Leather Seats, Sunroof, Cruise Control, Apple CarPlay, Wireless Charging"
Nissan,Magnite,2016,Electric SUV,Diesel,8,12.00 - 25.00,3012,No,20.9 kmpl,"360 Camera, EBD, AC, Leather Seats, Cruise Control, Touchscreen, Android Auto"
BMW,2 Series,2020,Hatchback,Petrol,21,3.50 - 8.50,19363,No,22.2 kmpl,"ADAS, Hill Hold, Airbags, AC, Ventilated Seats, Touchscreen, Sunroof, Leather Seats, Android Auto, Connected Car, Wireless Charging"
BYD,E6,2016,SUV,Electric,25,12.00 - 39.00,3825,Yes,324 km range,"EBD, ESC, Leather Seats, Touchscreen, Ventilated Seats, Apple CarPlay"
Audi,Q5,2022,SUV,Petrol,7,10.00 - 30.00,6151,No,19.5 kmpl,"EBD, ESC, Hill Hold, ADAS, Cruise Control, Touchscreen, Leather Seats, AC, Power Windows, HUD"
Maruti Suzuki,Brezza,2016,Hatchback,Petrol,25,3.50 - 8.50,11488,No,21.7 kmpl,"Hill Hold, Airbags, TPMS, Leather Seats, Power Windows, Sunroof, Touchscreen, Android Auto, HUD, Wireless Charging"
Tata,Safari,2020,Compact SUV,Diesel,22,7.00 - 18.00,13294,No,27.3 kmpl,"Hill Hold, Airbags, ABS, 360 Camera, Sunroof, Touchscreen, Cruise Control, Android Auto, HUD"
Nissan,Magnite,2018,Sedan,Petrol,19,6.00 - 15.00,10124,No,19.3 kmpl,"360 Camera, ESC, ADAS, Touchscreen, Power Windows, AC, Sunroof, Apple CarPlay, Wireless Charging, Connected Car"
Volkswagen,Taigun,2020,MPV,Electric,9,9.60 - 26.00,4271,Yes,251 km range,"ADAS, Airbags, ABS, ESC, AC, Power Windows, Leather Seats, Voice Control, Connected Car"
Honda,Elevate,2021,Compact SUV,Petrol,20,7.00 - 18.00,10676,No,22.2 kmpl,"EBD, 360 Camera, Sunroof, Leather Seats, Cruise Control, Ventilated Seats, AC, HUD"
Audi,Q5,2023,Luxury,Electric,1,36.00 - 130.00,329,Yes,429 km range,"360 Camera, Hill Hold, TPMS, ADAS, Power Windows, Cruise Control, Leather Seats, Sunroof, Apple CarPlay, Voice Control"
Skoda,Slavia,2017,Compact SUV,Petrol,23,7.00 - 18.00,9834,No,24.3 kmpl,"Airbags, TPMS, ABS, Touchscreen, AC, Power Windows, Cruise Control, Leather Seats, Apple CarPlay"
Mercedes,C-Class,2017,Compact SUV,Petrol,5,7.00 - 18.00,13208,No,15.9 kmpl,"ABS, TPMS, ESC, Hill Hold, AC, Leather Seats, Touchscreen, Sunroof, Wireless Charging"
Lexus,ES,2023,Hatchback,Diesel,6,3.50 - 8.50,10904,No,26.3 kmpl,"Airbags, EBD, Hill Hold, 360 Camera, Cruise Control, Leather Seats, Power Windows, Sunroof, AC, Connected Car, HUD"
Kia,Seltos,2018,Hatchback,Petrol,13,3.50 - 8.50,16416,No,22.1 kmpl,"ESC, 360 Camera, ADAS, Airbags, Leather Seats, Cruise Control, Touchscreen, Android Auto"
Volkswagen,Polo,2017,Compact SUV,Petrol/CNG,9,7.00 - 18.00,9947,No,26.7 kmpl,"EBD, ESC, Sunroof, Cruise Control, Power Windows, Leather Seats, Ventilated Seats, Apple CarPlay, Wireless Charging, HUD"
BMW,X1,2019,SUV,Petrol/CNG,23,10.00 - 30.00,2472,No,27.5 kmpl,"ABS, 360 Camera, Hill Hold, Leather Seats, AC, Ventilated Seats, Touchscreen, Power Windows, HUD, Apple CarPlay, Voice Control"
Skoda,Slavia,2023,Electric Hatchback,Diesel,6,6.00 - 12.00,2273,No,26.6 kmpl,"EBD, ADAS, TPMS, Airbags, AC, Cruise Control, Ventilated Seats, Leather Seats, Apple CarPlay"
MG,Comet EV,2017,Sedan,Petrol,7,6.00 - 15.00,5992,No,15.9 kmpl,"360 Camera, ABS, Leather Seats, Ventilated Seats, AC, Cruise Control, Apple CarPlay"
Toyota,Hilux,2017,MPV,Petrol/CNG,14,8.00 - 20.00,2932,No,26.8 kmpl,"ADAS, TPMS, ESC, Ventilated Seats, Leather Seats, Power Windows, Sunroof, Wireless Charging, HUD"
Toyota,Innova,2023,Hatchback,Diesel,18,3.50 - 8.50,17364,No,26.5 kmpl,"EBD, Airbags, ADAS, Touchscreen, Leather Seats, Sunroof, Android Auto, Wireless Charging"
BMW,3 Series,2019,Hatchback,Diesel,19,3.50 - 8.50,10070,No,23.0 kmpl,"ABS, Hill Hold, Cruise Control, Leather Seats, Power Windows, Connected Car, Voice Control, Apple CarPlay"
Renault,Kwid,2022,SUV,Petrol,15,10.00 - 30.00,6137,No,15.5 kmpl,"TPMS, ESC, Airbags, ADAS, Ventilated Seats, Cruise Control, Power Windows, Leather Seats, Touchscreen, Connected Car, HUD, Android Auto"
BMW,2 Series,2016,Hatchback,Petrol,18,3.50 - 8.50,14868,No,22.2 kmpl,"TPMS, ABS, AC, Ventilated Seats, Sunroof, Power Windows, Touchscreen, Connected Car"
Jeep,Meridian,2019,Compact SUV,Petrol/CNG,8,7.00 - 18.00,13042,No,21.1 kmpl,"ESC, TPMS, EBD, ABS, Power Windows, Leather Seats, AC, Sunroof, Touchscreen, HUD"
Toyota,Innova,2016,SUV,Diesel,23,10.00 - 30.00,6903,No,19.8 kmpl,"ESC, Airbags, Hill Hold, 360 Camera, Touchscreen, Ventilated Seats, Leather Seats, HUD, Apple CarPlay"
Lexus,ES,2019,Hatchback,Diesel,5,3.50 - 8.50,11782,No,19.7 kmpl,"ESC, EBD, 360 Camera, ABS, Leather Seats, Cruise Control, Touchscreen, HUD, Wireless Charging, Connected Car"
MG,Hector,2019,Hatchback,Petrol,5,3.50 - 8.50,19624,No,23.5 kmpl,"Hill Hold, EBD, 360 Camera, Power Windows, AC, Sunroof, Cruise Control, Ventilated Seats, Apple CarPlay"
Honda,City,2023,Compact SUV,Petrol,1,7.00 - 18.00,11596,No,24.0 kmpl,"ESC, Hill Hold, ADAS, EBD, Touchscreen, Ventilated Seats, Power Windows, Voice Control, Android Auto, Connected Car"
Honda,Amaze,2021,Hatchback,Petrol,14,3.50 - 8.50,13626,No,15.6 kmpl,"ABS, EBD, Power Windows, Cruise Control, Touchscreen, Sunroof, Apple CarPlay, Connected Car, Wireless Charging"
Maruti Suzuki,Baleno,2023,Sedan,Diesel,3,6.00 - 15.00,8685,No,25.1 kmpl,"ADAS, Airbags, TPMS, Hill Hold, Touchscreen, Leather Seats, Power Windows, Connected Car, Voice Control"
Mahindra,Thar,2022,Hatchback,Petrol,18,3.50 - 8.50,8031,No,16.8 kmpl,"EBD, ABS, ADAS, ESC, Sunroof, Touchscreen, Power Windows, Wireless Charging"
Toyota,Camry,2020,Electric SUV,Petrol/CNG,5,12.00 - 25.00,3683,No,28.2 kmpl,"360 Camera, ADAS, Hill Hold, Power Windows, Ventilated Seats, Sunroof, HUD, Voice Control, Apple CarPlay"
Kia,EV6,2018,Compact SUV,Diesel,23,7.00 - 18.00,13855,No,23.7 kmpl,"ESC, ABS, Airbags, ADAS, Ventilated Seats, AC, Leather Seats, Cruise Control, Power Windows, Android Auto, Connected Car, Wireless Charging"
Tata,Tigor,2018,Sedan,Petrol/CNG,16,6.00 - 15.00,12259,No,28.2 kmpl,"TPMS, 360 Camera, Hill Hold, ESC, Touchscreen, Cruise Control, Ventilated Seats, Android Auto, Connected Car"
BYD,E6,2022,SUV,Diesel,15,10.00 - 30.00,6500,No,18.8 kmpl,"Hill Hold, ABS, EBD, ADAS, Ventilated Seats, Cruise Control, Power Windows, Leather Seats, Voice Control, HUD, Android Auto"
Force,Gurkha,2021,SUV,Petrol,3,10.00 - 30.00,2400,No,19.3 kmpl,"TPMS, ESC, ADAS, Ventilated Seats, Power Windows, Cruise Control, Touchscreen, Wireless Charging"
Lexus,NX,2023,Hatchback,Diesel,7,3.50 - 8.50,12944,No,22.0 kmpl,"ESC, ABS, TPMS, Airbags, Sunroof, Cruise Control, Touchscreen, Power Windows, Apple CarPlay"
Citroen,C5 Aircross,2016,Luxury,Petrol,8,30.00 - 100.00,427,No,24.2 kmpl,"ABS, Airbags, Leather Seats, Power Windows, Sunroof, Cruise Control, Wireless Charging, Voice Control, Apple CarPlay"
Skoda,Superb,2018,SUV,Petrol/CNG,10,10.00 - 30.00,2408,No,20.6 kmpl,"ABS, ESC, Power Windows, Cruise Control, AC, Touchscreen, Leather Seats, Voice Control"
Citroen,C5 Aircross,2020,Luxury,Petrol,1,30.00 - 100.00,669,No,17.8 kmpl,"360 Camera, Airbags, ESC, ABS, Power Windows, Cruise Control, Leather Seats, Android Auto, Wireless Charging"
Tata,Altroz,2020,Hatchback,Petrol,19,3.50 - 8.50,10025,No,22.7 kmpl,"Airbags, 360 Camera, ADAS, ESC, Power Windows, Touchscreen, Sunroof, Apple CarPlay"
Audi,Q3,2015,Compact SUV,Petrol,22,7.00 - 18.00,13539,No,15.1 kmpl,"360 Camera, Airbags, ADAS, ESC, Cruise Control, Ventilated Seats, Leather Seats, Connected Car"
Lexus,RX,2015,Electric Hatchback,Petrol/CNG,16,6.00 - 12.00,966,No,25.1 kmpl,"ADAS, 360 Camera, Power Windows, Touchscreen, Cruise Control, AC, Connected Car, Voice Control, HUD"
Mahindra,Marazzo,2016,Compact SUV,Diesel,14,7.00 - 18.00,10915,No,22.4 kmpl,"EBD, ABS, Sunroof, Leather Seats, Cruise Control, AC, Connected Car, Apple CarPlay, Android Auto"
MG,Comet EV,2017,Compact SUV,Petrol,12,7.00 - 18.00,11273,No,21.9 kmpl,"ADAS, Airbags, ABS, Cruise Control, Sunroof, Leather Seats, Touchscreen, Ventilated Seats, Wireless Charging"
Volkswagen,Virtus,2021,MPV,Petrol,21,8.00 - 20.00,3220,No,19.5 kmpl,"EBD, ESC, Hill Hold, TPMS, Touchscreen, Sunroof, Cruise Control, Ventilated Seats, AC, Voice Control, Android Auto"
Honda,Amaze,2019,Hatchback,Petrol,6,3.50 - 8.50,18558,No,24.9 kmpl,"EBD, Airbags, ABS, Ventilated Seats, AC, Sunroof, Cruise Control, Touchscreen, HUD, Voice Control, Wireless Charging"
Citroen,C3,2017,Compact SUV,Petrol,23,7.00 - 18.00,12726,No,15.9 kmpl,"TPMS, Airbags, Leather Seats, Sunroof, Ventilated Seats, Cruise Control, Touchscreen, Apple CarPlay, HUD, Voice Control"
Citroen,C5 Aircross,2018,SUV,Petrol/CNG,15,10.00 - 30.00,4370,No,23.1 kmpl,"Hill Hold, EBD, Ventilated Seats, Leather Seats, Touchscreen, Cruise Control, Power Windows, Wireless Charging"
Lexus,RX,2022,Hatchback,Petrol,22,3.50 - 8.50,9501,No,15.2 kmpl,"ADAS, ESC, TPMS, EBD, Ventilated Seats, Leather Seats, Power Windows, Touchscreen, AC, Wireless Charging, Connected Car, Voice Control"
BMW,2 Series,2020,Sedan,Petrol/CNG,5,6.00 - 15.00,6513,No,26.5 kmpl,"EBD, ABS, ADAS, 360 Camera, Ventilated Seats, Sunroof, AC, Leather Seats, Voice Control, Android Auto"
Tata,Tiago,2019,Compact SUV,Petrol,21,7.00 - 18.00,9330,No,16.8 kmpl,"Airbags, Hill Hold, Sunroof, Ventilated Seats, Cruise Control, Power Windows, Android Auto, Connected Car"
Honda,Amaze,2020,Hatchback,Diesel,6,3.50 - 8.50,16048,No,18.1 kmpl,"Hill Hold, Airbags, Touchscreen, Cruise Control, Sunroof, Leather Seats, Connected Car, Wireless Charging"
MG,Comet EV,2022,Compact SUV,Electric,10,8.40 - 23.40,7243,Yes,495 km range,"Hill Hold, EBD, Airbags, ABS, AC, Cruise Control, Touchscreen, Sunroof, Power Windows, Voice Control"
Force,Gurkha,2021,SUV,Electric,17,12.00 - 39.00,3845,Yes,455 km range,"Hill Hold, EBD, ESC, Touchscreen, AC, Power Windows, Voice Control, Connected Car"
Jeep,Meridian,2015,Hatchback,Petrol,24,3.50 - 8.50,15607,No,17.3 kmpl,"ESC, ABS, Leather Seats, Ventilated Seats, Power Windows, HUD"
Honda,WR-V,2023,Sedan,Petrol,25,6.00 - 15.00,7826,No,21.4 kmpl,"TPMS, 360 Camera, AC, Touchscreen, Power Windows, Cruise Control, Leather Seats, Voice Control"
Renault,Kiger,2021,Hatchback,Diesel,4,3.50 - 8.50,9089,No,27.0 kmpl,"360 Camera, Hill Hold, ADAS, TPMS, Touchscreen, Cruise Control, Leather Seats, Ventilated Seats, Power Windows, Android Auto"
Audi,A4,2018,SUV,Petrol,22,10.00 - 30.00,4951,No,16.0 kmpl,"ADAS, Hill Hold, Ventilated Seats, Power Windows, Sunroof, Touchscreen, Connected Car, Wireless Charging"
Toyota,Urban Cruiser,2019,Compact SUV,Petrol,17,7.00 - 18.00,14562,No,17.6 kmpl,"TPMS, ESC, Hill Hold, Touchscreen, Power Windows, Leather Seats, Apple CarPlay"
Kia,Carens,2019,SUV,Petrol,7,10.00 - 30.00,5192,No,21.4 kmpl,"EBD, ESC, ABS, Power Windows, Ventilated Seats, Cruise Control, Leather Seats, AC, Apple CarPlay, HUD, Voice Control"
Lexus,NX,2020,Hatchback,Electric,9,4.20 - 11.05,17292,Yes,494 km range,"360 Camera, ESC, Hill Hold, Cruise Control, Leather Seats, Ventilated Seats, Touchscreen, HUD, Android Auto"
Volkswagen,Polo,2023,Sedan,Diesel,6,6.00 - 15.00,5632,No,26.8 kmpl,"TPMS, ABS, Power Windows, AC, Cruise Control, Touchscreen, Leather Seats, Apple CarPlay, Android Auto, HUD"
Jeep,Compass,2022,Hatchback,Diesel,4,3.50 - 8.50,16178,No,20.6 kmpl,"ABS, Airbags, ESC, Touchscreen, Leather Seats, Sunroof, Android Auto, Wireless Charging, Connected Car"
Jeep,Meridian,2019,SUV,Electric,18,12.00 - 39.00,2990,Yes,500 km range,"360 Camera, ABS, Airbags, ESC, Ventilated Seats, Leather Seats, AC, Cruise Control, Sunroof, Voice Control, Android Auto, Connected Car"
Toyota,Camry,2018,Hatchback,Petrol,19,3.50 - 8.50,10439,No,17.8 kmpl,"360 Camera, TPMS, Hill Hold, ADAS, Sunroof, Touchscreen, AC, Power Windows, Ventilated Seats, Wireless Charging, Apple CarPlay, HUD"
Lexus,ES,2020,SUV,Petrol,13,10.00 - 30.00,4485,No,24.3 kmpl,"Hill Hold, TPMS, AC, Touchscreen, Cruise Control, Android Auto, Voice Control, Apple CarPlay"
Honda,WR-V,2018,Hatchback,Petrol/CNG,12,3.50 - 8.50,14350,No,22.0 kmpl,"ABS, TPMS, Airbags, 360 Camera, Sunroof, Ventilated Seats, Cruise Control, AC, Touchscreen, HUD"
Hyundai,i20,2015,Compact SUV,Petrol,11,7.00 - 18.00,11012,No,16.9 kmpl,"ESC, 360 Camera, ABS, ADAS, Cruise Control, Touchscreen, Leather Seats, Wireless Charging, Android Auto"
BYD,Atto 3,2023,Hatchback,Petrol,14,3.50 - 8.50,14556,No,24.1 kmpl,"ABS, Airbags, ESC, Power Windows, AC, Ventilated Seats, Leather Seats, Wireless Charging"
Kia,EV6,2017,Hatchback,Petrol,22,3.50 - 8.50,12259,No,18.6 kmpl,"ABS, ESC, Ventilated Seats, Power Windows, Touchscreen, Cruise Control, Wireless Charging, Connected Car, Android Auto"
